,SPEAKER,SENTENCE,개체명,지식베이스,intent_cat
0,고객,Do you mind if I exchange Jajangmyeon for jjamppong?,"자장면, 짬뽕","Jajangmyeon|메뉴, jjamppong|메뉴",예약_변경
0,고객,Is there a chance to swap Jajangmyeon for jjamppong?,"자장면, 짬뽕","Jajangmyeon|메뉴, jjamppong|메뉴",예약_변경
0,고객,Would it be okay to change Jajangmyeon to jjamppong?,"자장면, 짬뽕","Jajangmyeon|메뉴, jjamppong|메뉴",예약_변경
0,고객,Can I substitute jjamppong for Jajangmyeon?,"자장면, 짬뽕","Jajangmyeon|메뉴, jjamppong|메뉴",예약_변경
0,고객,Is it permissible to replace Jajangmyeon with jjamppong?,"자장면, 짬뽕","Jajangmyeon|메뉴, jjamppong|메뉴",예약_변경
0,고객,Can I change my order from Jajangmyeon to jjamppong?,"자장면, 짬뽕","Jajangmyeon|메뉴, jjamppong|메뉴",예약_변경
0,고객,Would it be possible to have jjamppong instead of Jajangmyeon?,"자장면, 짬뽕","Jajangmyeon|메뉴, jjamppong|메뉴",예약_변경
0,고객,May I change my selection to jjamppong instead of Jajangmyeon?,"자장면, 짬뽕","Jajangmyeon|메뉴, jjamppong|메뉴",예약_변경
0,고객,Can I switch my dish to jjamppong from Jajangmyeon?,"자장면, 짬뽕","Jajangmyeon|메뉴, jjamppong|메뉴",예약_변경
0,고객,Is it alright if I opt for jjamppong instead of Jajangmyeon?,"자장면, 짬뽕","Jajangmyeon|메뉴, jjamppong|메뉴",예약_변경
0,고객,Can I modify my order to jjamppong instead of Jajangmyeon?,"자장면, 짬뽕","Jajangmyeon|메뉴, jjamppong|메뉴",예약_변경
0,고객,Is there a way to switch my food choice to jjamppong instead of Jajangmyeon?,"자장면, 짬뽕","Jajangmyeon|메뉴, jjamppong|메뉴",예약_변경
0,고객,Can you change my order to jjamppong instead of Jajangmyeon?,"자장면, 짬뽕","Jajangmyeon|메뉴, jjamppong|메뉴",예약_변경
0,고객,Can you convert it to jjamppong instead?,짬뽕,jjamppong|메뉴,예약_변경
0,고객,Please switch it to jjamppong.,짬뽕,jjamppong|메뉴,예약_변경
0,고객,I would like it changed to jjamppong.,짬뽕,jjamppong|메뉴,예약_변경
0,고객,Could you make it jjamppong instead?,짬뽕,jjamppong|메뉴,예약_변경
0,고객,"Make it jjamppong, please.",짬뽕,jjamppong|메뉴,예약_변경
0,고객,Let's go with jjamppong instead.,짬뽕,jjamppong|메뉴,예약_변경
0,고객,How about changing it to jjamppong?,짬뽕,jjamppong|메뉴,예약_변경
0,고객,Consider changing it to jjamppong.,짬뽕,jjamppong|메뉴,예약_변경
0,고객,"I prefer jjamppong, so please change it.",짬뽕,jjamppong|메뉴,예약_변경
0,고객,Switch it up and make it jjamppong.,짬뽕,jjamppong|메뉴,예약_변경
0,고객,"Opt for jjamppong instead, please.",짬뽕,jjamppong|메뉴,예약_변경
0,고객,Could you swap it for jjamppong?,짬뽕,jjamppong|메뉴,예약_변경
0,고객,Let's switch gears and go with jjamppong.,짬뽕,jjamppong|메뉴,예약_변경
0,고객,I think jjamppong would be a better choice.,짬뽕,jjamppong|메뉴,예약_변경
0,고객,Please update it to jjamppong.,짬뽕,jjamppong|메뉴,예약_변경
0,고객,Are VIP customers eligible for a ten percent discount as well?,"브이아이피, 고객, 십 프로, 할인",ten percent|할인율,앱_혜택문의
0,고객,Will VIP customers receive a ten percent discount too?,"브이아이피, 고객, 십 프로, 할인",ten percent|할인율,앱_혜택문의
0,고객,Is there a ten percent discount available for VIP customers?,"브이아이피, 고객, 십 프로, 할인",ten percent|할인율,앱_혜택문의
0,고객,Do VIP customers qualify for a ten percent discount too?,"브이아이피, 고객, 십 프로, 할인",ten percent|할인율,앱_혜택문의
0,고객,Can VIP customers also enjoy a ten percent discount?,"브이아이피, 고객, 십 프로, 할인",ten percent|할인율,앱_혜택문의
0,고객,Is a ten percent discount offered to VIP customers as well?,"브이아이피, 고객, 십 프로, 할인",ten percent|할인율,앱_혜택문의
0,고객,Which card is eligible for the twenty percent discount on Samsung Card?,"삼성카드, 이십 프로, 할인, 카드","Samsung Card|카드종류, twenty percent|할인율",앱_혜택문의
0,고객,What card will be granted the twenty percent discount on Samsung Card?,"삼성카드, 이십 프로, 할인, 카드","Samsung Card|카드종류, twenty percent|할인율",앱_혜택문의
0,고객,"Samsung Card is offering a twenty percent discount, but which card will benefit from it?","삼성카드, 이십 프로, 할인, 카드","Samsung Card|카드종류, twenty percent|할인율",앱_혜택문의
0,고객,The twenty percent discount on Samsung Card will apply to which specific card?,"삼성카드, 이십 프로, 할인, 카드","Samsung Card|카드종류, twenty percent|할인율",앱_혜택문의
0,고객,Which specific card will receive the twenty percent discount on Samsung Card?,"삼성카드, 이십 프로, 할인, 카드","Samsung Card|카드종류, twenty percent|할인율",앱_혜택문의
0,고객,"When it comes to the twenty percent discount on Samsung Card, which card is included in the promotion?","삼성카드, 이십 프로, 할인, 카드","Samsung Card|카드종류, twenty percent|할인율",앱_혜택문의
0,고객,Can the Hyundai M Point Card be used to receive discounts?,"현대 엠 포인트 카드, 할인",Hyundai M Point Card|카드종류,앱_혜택문의
0,고객,Does the Hyundai M Point Card offer discounts?,"현대 엠 포인트 카드, 할인",Hyundai M Point Card|카드종류,앱_혜택문의
0,고객,Are discounts available with the Hyundai M Point Card?,"현대 엠 포인트 카드, 할인",Hyundai M Point Card|카드종류,앱_혜택문의
0,고객,Is the Hyundai M Point Card valid for discounts?,"현대 엠 포인트 카드, 할인",Hyundai M Point Card|카드종류,앱_혜택문의
0,고객,Can discounts be obtained with the Hyundai M Point Card?,"현대 엠 포인트 카드, 할인",Hyundai M Point Card|카드종류,앱_혜택문의
0,고객,Are discounts applicable with the Hyundai M Point Card?,"현대 엠 포인트 카드, 할인",Hyundai M Point Card|카드종류,앱_혜택문의
0,고객,Is there a discount for Hyundai Card users as well?,"현대카드, 할인",Hyundai Card|카드종류,앱_혜택문의
0,고객,Can Hyundai Card holders also receive a discount?,"현대카드, 할인",Hyundai Card|카드종류,앱_혜택문의
0,고객,Do customers with Hyundai Card qualify for a discount too?,"현대카드, 할인",Hyundai Card|카드종류,앱_혜택문의
0,고객,Are there any discounts available for those with Hyundai Card?,"현대카드, 할인",Hyundai Card|카드종류,앱_혜택문의
0,고객,Are there special offers for Hyundai Card members?,"현대카드, 할인",Hyundai Card|카드종류,앱_혜택문의
0,고객,Do Hyundai Card users receive a discount as well?,"현대카드, 할인",Hyundai Card|카드종류,앱_혜택문의
0,고객,Show me an item with a 20% discount that doesn't require a Samsung Card.,"삼성카드, 이십 프로, 할인, 카드","Samsung Card|카드종류, 20%|할인율",앱_혜택문의
0,고객,I'm looking for a product on sale at 20% off that doesn't specifically apply to Samsung Card holders.,"삼성카드, 이십 프로, 할인, 카드","Samsung Card|카드종류, 20%|할인율",앱_혜택문의
0,고객,Can you recommend something that has a 20% discount but isn't restricted to Samsung Card users?,"삼성카드, 이십 프로, 할인, 카드","Samsung Card|카드종류, 20%|할인율",앱_혜택문의
0,고객,"I'm interested in purchasing an item at a 20% discount, excluding those that are exclusive to Samsung Card members.","삼성카드, 이십 프로, 할인, 카드","Samsung Card|카드종류, 20%|할인율",앱_혜택문의
0,고객,Show me a product with a 20% discount that is available to everyone except Samsung Card holders.,"삼성카드, 이십 프로, 할인, 카드","Samsung Card|카드종류, 20%|할인율",앱_혜택문의
0,고객,Do you have any items with a 20% discount that doesn't require a Samsung Card for eligibility?,"삼성카드, 이십 프로, 할인, 카드","Samsung Card|카드종류, 20%|할인율",앱_혜택문의
0,고객,'Do you have any cards on sale?' ,"할인, 카드",card|결제종류,앱_혜택문의
0,고객,'Are there any cards with a discount?' ,"할인, 카드",card|결제종류,앱_혜택문의
0,고객,'Could I find any cards at a reduced price?' ,"할인, 카드",card|결제종류,앱_혜택문의
0,고객,'Are there any cards at a discounted rate?' ,"할인, 카드",card|결제종류,앱_혜택문의
0,고객,'Do you offer any cards at a lower price?' ,"할인, 카드",card|결제종류,앱_혜택문의
0,고객,'Are there any cards available for a bargain?',"할인, 카드",card|결제종류,앱_혜택문의
0,고객,"""Do discount cards actually exist?""","할인, 카드",card|결제방식,앱_혜택문의
0,고객,"""Are discount cards a real thing?""","할인, 카드",card|결제방식,앱_혜택문의
0,고객,"""Is there actually a discount card?""","할인, 카드",card|결제방식,앱_혜택문의
0,고객,"""Does a discount card really exist?""","할인, 카드",card|결제방식,앱_혜택문의
0,고객,"""Are there cards that offer discounts?""","할인, 카드",card|결제방식,앱_혜택문의
0,고객,"""Do discount cards exist in reality?""","할인, 카드",card|결제방식,앱_혜택문의
0,고객,"There are Woori Bank and Hyundai Card, but the Hyundai Card doesn't offer any discounts.","우리은행, 현대카드, 할인","Woori Bank|카드종류, Hyundai Card|카드종류",앱_혜택문의
0,고객,"While Woori Bank provides discounts, the Hyundai Card does not have any discount offers.","우리은행, 현대카드, 할인","Woori Bank|카드종류, Hyundai Card|카드종류",앱_혜택문의
0,고객,"Woori Bank and Hyundai Card are both available, though the Hyundai Card does not come with any discounts.","우리은행, 현대카드, 할인","Woori Bank|카드종류, Hyundai Card|카드종류",앱_혜택문의
0,고객,"Despite having Woori Bank and Hyundai Card as options, the Hyundai Card does not provide any discounts.","우리은행, 현대카드, 할인","Woori Bank|카드종류, Hyundai Card|카드종류",앱_혜택문의
0,고객,"There is Woori Bank and Hyundai Card, but unfortunately the Hyundai Card does not feature any discounts.","우리은행, 현대카드, 할인","Woori Bank|카드종류, Hyundai Card|카드종류",앱_혜택문의
0,고객,"Woori Bank offers discounts, but the Hyundai Card does not have any available.","우리은행, 현대카드, 할인","Woori Bank|카드종류, Hyundai Card|카드종류",앱_혜택문의
0,고객,What advantages do you receive when you gather 10 coupons?,"쿠폰, 10개, 혜택",10|수량,앱_혜택문의
0,고객,"When you accumulate 10 coupons, what perks do you obtain?","쿠폰, 10개, 혜택",10|수량,앱_혜택문의
0,고객,What benefits are available to you when you amass 10 coupons?,"쿠폰, 10개, 혜택",10|수량,앱_혜택문의
0,고객,"If you obtain 10 coupons, what rewards do you get?","쿠폰, 10개, 혜택",10|수량,앱_혜택문의
0,고객,What privileges do you enjoy when you collect 10 coupons?,"쿠폰, 10개, 혜택",10|수량,앱_혜택문의
0,고객,What perks can you make use of by collecting 10 coupons?,"쿠폰, 10개, 혜택",10|수량,앱_혜택문의
0,고객,What is the discount for purchases over 5000 won at this store?,"5000원, 이상, 쿠폰제",5000 won|금액,앱_혜택문의
0,고객,Do you know the deal for items over 5000 won in this shop?,"5000원, 이상, 쿠폰제",5000 won|금액,앱_혜택문의
0,고객,Could you tell me the offer for 5000 won or more at this place?,"5000원, 이상, 쿠폰제",5000 won|금액,앱_혜택문의
0,고객,Any special promotions for spending over 5000 won in this store?,"5000원, 이상, 쿠폰제",5000 won|금액,앱_혜택문의
0,고객,What kind of coupon is available for amounts exceeding 5000 won here?,"5000원, 이상, 쿠폰제",5000 won|금액,앱_혜택문의
0,고객,Is there a coupon available for purchases totaling over 5000 won?,"5000원, 이상, 쿠폰제",5000 won|금액,앱_혜택문의
0,고객,Kindly validate a single coupon,하나,one|수량,앱_혜택문의
0,고객,Please mark one coupon,하나,one|수량,앱_혜택문의
0,고객,Stamp only one coupon,하나,one|수량,앱_혜택문의
0,고객,Can you approve just one coupon?,하나,one|수량,앱_혜택문의
0,고객,"Validate one coupon, please",하나,one|수량,앱_혜택문의
0,고객,"One coupon only, please stamp",하나,one|수량,앱_혜택문의
0,고객,Is it possible for me to have a few hours without charge?,"무료, 몇 시간",free|금액,매장_시설정보
0,고객,Is Christine Flores here yet or do we need to wait longer for the 4 people?,"Christine Flores, 4명","Christine Flores|예약자, 4 people|인원",매장_대기정도
0,고객,Is it possible to pay with both card and cash?,"카드결제, 현금결제, 가능","card payment|결제종류, cash payment|결제종류",결제_방식문의
0,고객,"Is it possible to pay with card or cash, or do you only accept one form of payment?","카드, 현금, 결제, 가능","card|결제방식, cash|결제방식",결제_방식문의
0,고객,Can I pay with cash or card?,"현금, 카드","Cash|결제방식, card|결제방식",결제_방식문의
0,고객,Is it possible to pay with a card upon delivery?,"카드, 결제, 배달",card|결제종류,결제_방식문의
0,고객,Am I able to utilize Shinsegae gift cards?,신세계 상품권,Shinsegae gift vouchers|상품권,결제_방식문의
0,고객,Do you accept Onnuri gift certificates at this market as well?,"온누리상품권, 여기, 시장",Onnuri gift certificates|상품권,결제_방식문의
0,고객,Are you able to process Onnuri gift vouchers as well?,"여기, 온누리상품권",Onnuri gift vouchers|상품권,결제_방식문의
0,고객,Are you familiar with receiving Onnuri gift certificates?,"여기, 온누리상품권",Onnuri gift certificates|상품권,결제_방식문의
0,고객,Are Onnuri Gift Certificates accepted?',"여기, 온누리상품권",Onnuri Gift Certificates|상품권,결제_방식문의
0,고객,Am I able to redeem Onnuri gift vouchers as well?,온누리상품권,Onnuri gift vouchers|결제종류,결제_방식문의
0,고객,Are you able to redeem Onnuri gift vouchers?,온누리상품권,Onnuri gift vouchers|상품권,결제_방식문의
0,고객,Can you tell me where the restroom is located?,화장실,bathroom|시설,매장_시설정보
0,고객,"'There is no way to compile a card, am I correct?'","적립, 카드",accumulated|캐시백,앱_혜택문의
0,고객,"'No card can be gathered, isn't that true?'","적립, 카드",accumulated|캐시백,앱_혜택문의
0,고객,"'Is it not possible to amass a card, correct?'","적립, 카드",accumulated|캐시백,앱_혜택문의
0,고객,"'There isn't a card that can be collected, right?'","적립, 카드",accumulated|캐시백,앱_혜택문의
0,고객,"'It's impossible to accumulate a card, isn't it?'","적립, 카드",accumulated|캐시백,앱_혜택문의
0,고객,'Is it true that no card can be accumulated?',"적립, 카드",accumulated|캐시백,앱_혜택문의
0,고객,Is it possible for me to switch my order to fried rice?,"복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,"I would like to change my order to fried rice, if that's okay.","복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,Can I modify my order to fried rice instead?,"복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,Would it be alright if I switched my order to fried rice?,"복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,Is there any way for me to make my order fried rice instead?,"복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,Can I alter my order to include fried rice instead?,"복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,I was wondering if I could change my order to fried rice.,"복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,Could you please change my order to fried rice?,"복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,"I would prefer to have fried rice instead, can we make that switch?","복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,Is there a possibility to change my order to fried rice?,"복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,Can we make it fried rice instead of the original order?,"복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,Am I able to adjust my order to fried rice?,"복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,Can I request for my order to be changed to fried rice?,"복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,"I'd like to modify my order to fried rice, if that's alright.","복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,Would it be permissible for me to switch my order to fried rice?,"복음밥, 주문",fried rice|메뉴,예약_변경
0,고객,"""I'll swap the Yukhoe Bibimbap for the Cheonggukjang set.""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,"""Instead of Yukhoe Bibimbap, I'll go for the Cheonggukjang set.""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,"""Can I have the Cheonggukjang set in place of the Yukhoe Bibimbap?""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,"""I prefer the Cheonggukjang set over the Yukhoe Bibimbap.""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,"""I'll take the Cheonggukjang set instead of the Yukhoe Bibimbap.""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,"""Instead of Yukhoe Bibimbap, I'd like the Cheonggukjang set.""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,"""Switch out the Yukhoe Bibimbap for the Cheonggukjang set, please.""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,"""I'll have the Cheonggukjang set as a substitute for the Yukhoe Bibimbap.""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,"""The Cheonggukjang set sounds better than the Yukhoe Bibimbap.""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,"""Let's change it up and go with the Cheonggukjang set instead of Yukhoe Bibimbap.""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,"""I think I'll try the Cheonggukjang set instead of the Yukhoe Bibimbap.""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,"""Can I swap the Yukhoe Bibimbap for the Cheonggukjang set?""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,"""I'll opt for the Cheonggukjang set over the Yukhoe Bibimbap.""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,"""Make it the Cheonggukjang set instead of the Yukhoe Bibimbap, please.""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,"""The Cheonggukjang set is calling my name more than the Yukhoe Bibimbap.""","육회비빔밥, 청국장 정식","Yukhoe Bibimbap|메뉴, Cheonggukjang set|메뉴",예약_변경
0,고객,Are Onnuri gift certificates also offered?,온누리 상품권,Onnuri gift certificate|상품권,결제_방식문의
0,고객,Is it possible to pay with a gift card?,결제 상품권 사용,gift card|쿠폰,결제_방식문의
0,고객,Is this located in front of the address?,"여기, 299 Samil-daero,Jung-gu,Seoul 앞",front of the address|위치,매장_위치
0,고객,How do I redeem a beverage discount coupon?,음료 할인권,drink discount coupon|쿠폰,앱_혜택문의
0,고객,What's the process for using a drink discount coupon?,음료 할인권,drink discount coupon|쿠폰,앱_혜택문의
0,고객,Can you explain how to apply a discount coupon for drinks?,음료 할인권,drink discount coupon|쿠폰,앱_혜택문의
0,고객,What is the procedure for utilizing a beverage discount coupon?,음료 할인권,drink discount coupon|쿠폰,앱_혜택문의
0,고객,How should I go about using a drink discount coupon?,음료 할인권,drink discount coupon|쿠폰,앱_혜택문의
0,고객,Can you provide instructions on how to take advantage of a beverage discount coupon?,음료 할인권,drink discount coupon|쿠폰,앱_혜택문의
0,고객,Is the dinner set coupon valid for a party of 4?,"디너 4인 세트, 쿠폰, 이용",dinner set for 4 people|메뉴,앱_혜택문의
0,고객,Would the coupon be applicable for the 4-person dinner set?,"디너 4인 세트, 쿠폰, 이용",dinner set for 4 people|메뉴,앱_혜택문의
0,고객,Can the coupon be applied to the dinner set designed for 4 guests?,"디너 4인 세트, 쿠폰, 이용",dinner set for 4 people|메뉴,앱_혜택문의
0,고객,Is it possible to use the coupon for the 4-person dinner set?,"디너 4인 세트, 쿠폰, 이용",dinner set for 4 people|메뉴,앱_혜택문의
0,고객,Would the coupon work for the dinner set that serves 4 people?,"디너 4인 세트, 쿠폰, 이용",dinner set for 4 people|메뉴,앱_혜택문의
0,고객,Can I redeem the coupon for the dinner set meant for 4 diners?,"디너 4인 세트, 쿠폰, 이용",dinner set for 4 people|메뉴,앱_혜택문의
0,고객,Do I qualify for a complimentary order of dumplings with this coupon?,"쿠폰, 만두, 공짜","dumplings|메뉴, free|금액",앱_혜택문의
0,고객,Does this coupon entitle me to a complimentary serving of dumplings?,"쿠폰, 만두, 공짜","dumplings|메뉴, free|금액",앱_혜택문의
0,고객,Will I receive dumplings at no cost by using this coupon?,"쿠폰, 만두, 공짜","dumplings|메뉴, free|금액",앱_혜택문의
0,고객,"If I redeem this coupon, do I get free dumplings?","쿠폰, 만두, 공짜","dumplings|메뉴, free|금액",앱_혜택문의
0,고객,Can I get complimentary dumplings with this coupon?,"쿠폰, 만두, 공짜","dumplings|메뉴, free|금액",앱_혜택문의
0,고객,Will I be able to enjoy free dumplings with this coupon?,"쿠폰, 만두, 공짜","dumplings|메뉴, free|금액",앱_혜택문의
0,고객,I have a reservation for a party of two at 7 p.m.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,We have a table reserved for two at 7 o'clock.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,A reservation has been made for two at 7 p.m.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,Two people will be dining at 7 o'clock with a reservation.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,Reserved a table for two for 7 o'clock.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,The reservation is for two people at 7 p.m.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,I booked a table for two at 7 o'clock.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,"At 7 o'clock, there's a reservation for two people.","7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,Two guests will be seated at 7 p.m. with a reservation.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,A table is reserved for two individuals at 7 o'clock.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,I've arranged for two people to dine at 7 p.m.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,There's a reservation for two diners at 7 o'clock.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,Reserved a table for two at 7 o'clock.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,Two guests are scheduled to arrive at 7 p.m. for a reservation.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,The reservation is for a party of two at 7 o'clock.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,Booked a table for two people at 7 p.m.,"7시, 2명, 예약","7 o'clock|예약시간, two people|인원",예약_확인
0,고객,"I reserved a table for 7 o'clock, but where is our seating?","예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,Where is our reserved seating for 7 o'clock?,"예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,"I made a reservation for 7 o'clock, but I can't find our seats.","예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,"Our table was reserved for 7 o'clock, but where are we supposed to sit?","예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,"I have a reservation for 7, but where is our table?","예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,"We booked a table for 7, but I don't see our seating.","예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,Where is our reserved table for 7 o'clock?,"예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,"I made a reservation for 7, but where are we supposed to sit?","예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,"Our reservation was for 7, but where is our seating?","예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,"I reserved a table for 7, but where is our assigned seating?","예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,"We have a reservation at 7, but I can't find our table.","예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,Where is our reserved seating for 7 o'clock dinner?,"예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,"I made a reservation for 7 o'clock, but where is our table?","예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,"We have a reservation at 7, but where are we sitting?","예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,"Our table was reserved for 7, but where is our seating?","예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,"I reserved a table for 7 o'clock, but where are we sitting?","예약, 7시, 자리",7 o'clock|예약시간,예약_확인
0,고객,I have a reservation for two at 6 pm.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,My reservation is for two people at 6 o'clock.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,Two people are booked for 6 o'clock.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,I've reserved a table for two at 6 pm.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,"At 6 o'clock, I'll be dining with one other person.","6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,A reservation has been made for 2 at 6 o'clock.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,The reservation is for two people at 6 sharp.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,Dinner for two is set for 6 pm.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,I've secured a reservation for two at 6.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,6 o'clock reservation for a party of two.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,Table for two reserved for 6 o'clock.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,Two guests are booked for 6 o'clock.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,I've arranged a reservation for 2 at 6 pm.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,The reservation is for a duo at 6 o'clock.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,Two persons are reserved for 6 o'clock.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,I made a booking for two at 6 pm.,"6시, 2명, 예약","6 o'clock|예약시간, 2 people|인원",예약_확인
0,고객,I reserved a table for seven o'clock by phone.,"전화, 일곱시, 예약",seven o'clock|예약시간,예약_확인
0,고객,I called in and reserved a spot for seven o'clock.,"전화, 일곱시, 예약",seven o'clock|예약시간,예약_확인
0,고객,"Over the phone, I made a reservation for seven o'clock.","전화, 일곱시, 예약",seven o'clock|예약시간,예약_확인
0,고객,I booked a table for seven o'clock over the phone.,"전화, 일곱시, 예약",seven o'clock|예약시간,예약_확인
0,고객,I reserved a table for seven o'clock through a phone call.,"전화, 일곱시, 예약",seven o'clock|예약시간,예약_확인
0,고객,"By phone, I made a reservation for seven o'clock.","전화, 일곱시, 예약",seven o'clock|예약시간,예약_확인
0,고객,I dialed in and made a reservation for seven o'clock.,"전화, 일곱시, 예약",seven o'clock|예약시간,예약_확인
0,고객,I phoned in to reserve a table for seven o'clock.,"전화, 일곱시, 예약",seven o'clock|예약시간,예약_확인
0,고객,I scheduled a reservation for seven o'clock over the phone.,"전화, 일곱시, 예약",seven o'clock|예약시간,예약_확인
0,고객,"By phone, I set up a reservation for seven o'clock.","전화, 일곱시, 예약",seven o'clock|예약시간,예약_확인
0,고객,I arranged a table reservation for seven o'clock over the phone.,"전화, 일곱시, 예약",seven o'clock|예약시간,예약_확인
0,고객,I called and secured a reservation for seven o'clock.,"전화, 일곱시, 예약",seven o'clock|예약시간,예약_확인
0,고객,I confirmed a reservation for seven o'clock by phone.,"전화, 일곱시, 예약",seven o'clock|예약시간,예약_확인
